Id,y
10151,5024.047216230694
10152,5043.384744011007
10153,5005.032672875539
10154,4925.71770620391
10155,5084.451939369214
10156,5213.7031873415535
10157,5062.638041139755
10158,4921.3874573409375
10159,4802.03169929978
10160,4971.805788776749
10161,4886.34213746931
10162,4899.710463054209
10163,4950.443140374099
10164,4981.523297258705
10165,4994.263021939386
10166,4998.198275733403
10167,5061.872285988473
10168,5071.324566419606
10169,5037.567976650542
10170,4816.897021395174
10171,4988.191114837413
10172,4945.284566444229
10173,5181.398251658444
10174,5089.84366997028
10175,5043.819311264419
10176,4915.8892315338
10177,5021.937694965782
10178,5112.352246027099
10179,4969.855459898143
10180,5045.380793668331
10181,5057.998294788702
10182,4901.699177769251
10183,5092.7946559990005
10184,4875.981101028417
10185,5005.867506865907
10186,4982.937637667609
10187,5049.925125485572
10188,5086.98879684476
10189,4741.817760956919
10190,4878.1321291931545
10191,5129.3689062135145
10192,4933.132068651262
10193,5150.619523054287
10194,5038.404905495485
10195,5053.745573977315
10196,5148.356503053058
10197,5046.645632428437
10198,5016.064369301293
10199,5019.343543880411
10200,4972.136178842782
10201,4945.151405065982
10202,4953.854087716033
10203,4951.041957171912
10204,4873.119122129984
10205,5128.783945201621
10206,5107.966628664276
10207,4907.151364474684
10208,5060.713367657763
10209,5083.277454709487
10210,5095.755671730298
10211,4999.82249025519
10212,5059.158189969695
10213,4979.5245499600815
10214,4987.893099066829
10215,5080.074244422043
10216,4969.224443080753
10217,5013.616113971181
10218,5131.4915669029715
10219,4893.431430962898
10220,4986.285841228195
10221,4968.857961665227
10222,5014.040962193444
10223,5132.435788785725
10224,5058.0207100278
10225,4738.940413648189
10226,4969.954011069285
10227,5052.327917037478
10228,4982.6302043962505
10229,4956.443586358896
10230,4881.2558583944965
10231,5060.723241109722
10232,5118.24281359933
10233,5088.121808414174
10234,4885.721398919855
10235,5049.882407368414
10236,4948.799690469164
10237,5079.45315103444
10238,4928.0608415654015
10239,4930.118012435262
10240,4973.460864132516
10241,4956.663205046526
10242,4965.187709265019
10243,4893.755275599043
10244,4972.918103312375
10245,5300.469658162183
10246,4927.675867956621
10247,4940.304317892549
10248,5116.183584183402
10249,4904.591677620525
10250,5036.55537535852
10251,5082.190341753744
10252,4944.779518298514
10253,4949.4406702408905
10254,5013.750903886602
10255,4932.671566155535
10256,4892.035088759847
10257,4956.339510848703
10258,4903.464376623165
10259,5001.126170124701
10260,5060.691857164549
10261,4941.392197920056
10262,4934.597614540714
10263,4910.694096796869
10264,4893.621182412203
10265,4775.581978540983
10266,5155.519136633513
10267,4962.268352938112
10268,5063.4573020672415
10269,5158.760317115577
10270,4935.286273501027
10271,4956.174417219017
10272,5024.977028773453
10273,4930.369292207618
10274,5098.100259521007
10275,5146.083443387628
10276,4888.858220183718
10277,5040.389669406933
10278,5143.1073397308355
10279,4941.907430305602
10280,5118.051463562897
10281,4985.193166297926
10282,4929.891715676676
10283,5108.534067496832
10284,4831.116286164851
10285,4958.119830741893
10286,5012.628588189182
10287,4926.105924532704
10288,5041.771869151868
10289,4974.7430198812235
10290,5066.738919357594
10291,5011.686606150161
10292,5126.576529490776
10293,5196.490699568192
10294,4912.268395837256
10295,4864.964241625933
10296,5122.440118802945
10297,5004.752692178557
10298,5024.851771367081
10299,4926.625702449393
10300,4952.466000707115
10301,5119.632820773416
10302,4816.10546858657
10303,5011.466930366504
10304,4885.869636548752
10305,4887.079542459473
10306,5112.165752487566
10307,4959.471964132725
10308,5074.529433696841
10309,4997.884323791776
10310,5064.063468917453
10311,4863.811849046522
10312,4941.9595945908095
10313,4945.827765033048
10314,5072.224999236228
10315,5071.465250278877
10316,5034.2911620971245
10317,4908.389645081178
10318,5110.369275399407
10319,4887.357952541415
10320,5117.113497418153
10321,5017.255818231168
10322,5072.363335073397
10323,4982.687790227816
10324,4934.497809306489
10325,5150.503390008925
10326,4912.058150031227
10327,5099.5566261614495
10328,5123.8203223589135
10329,5148.818067072884
10330,5203.8250135218605
10331,5182.435138164996
10332,5157.407510240673
10333,5121.168574951105
10334,4862.341051766039
10335,4932.770206796409
10336,4924.93865774818
10337,4879.897947301906
10338,4948.71852903073
10339,5073.0554288721105
10340,4978.645556441086
10341,5036.791326917664
10342,5042.428272729823
10343,5006.547241712611
10344,5127.729601725507
10345,4838.505897179032
10346,5125.297944772019
10347,4691.593774376741
10348,4913.181918941005
10349,4987.569116896939
10350,4958.585058544421
10351,4985.0534756722545
10352,5210.617612995904
10353,5051.3570355386555
10354,5191.568014089571
10355,5031.481077523744
10356,5019.376337939642
10357,4931.41520142076
10358,4966.630951365881
10359,4992.13937132671
10360,4988.656017111488
10361,4934.943880489106
10362,5039.9260064198
10363,5084.794467940022
10364,5093.423517422466
10365,4919.730518430255
10366,4910.762581621666
10367,4900.939439965379
10368,4823.945621498948
10369,5033.084495187256
10370,4984.99647052149
10371,4912.556440200156
10372,4978.338831806636
10373,5410.284595684153
10374,4991.224857793987
10375,5043.6345248610705
10376,5040.567983336611
10377,5081.630935458272
10378,4999.537494725254
10379,4934.03749761033
10380,5200.39733362717
10381,5204.601628182013
10382,5109.126142483058
10383,4941.2761592561865
10384,5057.7309491455435
10385,5014.838427551672
10386,4921.5241574318125
10387,4877.433050837859
10388,4948.1142197208255
10389,5290.074061981254
10390,5075.1874893658
10391,5099.400531515771
10392,5029.204291307549
10393,5084.509071467401
10394,4904.0968572926395
10395,5086.5998323700205
10396,4954.803953780548
10397,4952.064955723216
10398,5112.42278244596
10399,4960.861497491443
10400,4950.98748828096
10401,4968.7388062618575
10402,4989.851266158722
10403,5050.845694417484
10404,5035.063306622822
10405,4919.567066289441
10406,5103.894110933894
10407,4963.113527603936
10408,5113.17699533715
10409,4883.393373196328
10410,4989.721573872153
10411,4887.577434145287
10412,4954.972114180934
10413,4877.5001239760795
10414,5029.839935784642
10415,5230.560796100417
10416,4918.529476955148
10417,5031.39469408864
10418,5073.327500941361
10419,5043.745688654053
10420,4939.735086181574
10421,5088.4001067251
10422,4974.336372388278
10423,4926.150901575961
10424,4994.12878153071
10425,4897.1601937620135
10426,5092.010896000651
10427,5219.199361167876
10428,5012.591661978134
10429,5021.367574691401
10430,4944.6383920605485
10431,4935.400422160704
10432,4999.776844058085
10433,5006.960810399
10434,5047.128816347445
10435,5138.855315096659
10436,5201.542687984009
10437,5049.118058890968
10438,4877.439727271755
10439,4861.622521005323
10440,4957.749811638017
10441,4885.327658068134
10442,5077.837832035781
10443,5186.669555768298
10444,5047.910186725051
10445,5005.834703359871
10446,4958.307702423106
10447,5013.723258243639
10448,4969.815137122595
10449,4838.110593939992
10450,4878.308567034496
10451,4902.416224059925
10452,5091.355785915259
10453,5130.941559399764
10454,4954.498739494449
10455,5079.194104582063
10456,5062.573369293874
10457,5118.286155027799
10458,4999.52167715641
10459,4836.818966338529
10460,4980.912887484431
10461,5124.021451103855
10462,5128.462065545801
10463,5007.689093892482
10464,4970.255492551522
10465,4876.624968229857
10466,5012.187890706855
10467,5055.885681811197
10468,4919.778220292379
10469,5088.833129303972
10470,5094.55940158397
10471,4838.689724421586
10472,5074.477898745594
10473,4792.569501591911
10474,4985.758472885359
10475,4940.97192621393
10476,4932.064777855875
10477,5054.892751254162
10478,5034.830190465429
10479,5193.172070720254
10480,4951.454332276933
10481,4928.283809270783
10482,5026.069302295891
10483,4907.617594264827
10484,4982.56862198979
10485,5060.054743695895
10486,5014.450425048659
10487,4845.231831252791
10488,4996.73003923199
10489,4920.959057922733
10490,4953.48157922916
10491,4999.786486789571
10492,4860.678531089452
10493,5000.541021033812
10494,5017.606494346407
10495,5071.706729644829
10496,4835.944414233641
10497,4991.714167353971
10498,4982.751143372905
10499,5029.341176997478
10500,4994.402947824598
10501,4995.257813601576
10502,5098.045299845558
10503,4827.563708829228
10504,5008.968292219718
10505,4975.22904887154
10506,5046.596993370565
10507,5043.72276122714
10508,4999.591177736991
10509,5083.009226529843
10510,4839.644974123681
10511,5064.341316101761
10512,4974.459946607654
10513,5020.729338516288
10514,5024.868641372711
10515,4953.544013860205
10516,4817.028039820359
10517,5005.928146477995
10518,4988.251970124813
10519,5205.096141596978
10520,5102.563329661522
10521,4960.272029278515
10522,4980.387977005411
10523,4930.8376626030495
10524,5194.17899051491
10525,4883.193912525041
10526,4941.375045587851
10527,5065.411004112272
10528,5125.665603811452
10529,4919.349828490126
10530,5144.594602556212
10531,5122.471857246048
10532,5039.555750733847
10533,4975.8471574866935
10534,4927.282113077417
10535,5006.192477402267
10536,5257.101597005082
10537,4888.161734732449
10538,5145.024263618374
10539,5086.798622938515
10540,5263.241144244212
10541,4945.024572612892
10542,5218.6670965926
10543,4943.622030913341
10544,5000.520732783944
10545,4991.5957398694445
10546,5046.703589130912
10547,4993.819484155975
10548,5203.841791179971
10549,5094.234789966982
10550,4950.579944241625
10551,5064.83789471852
10552,4924.7134712867155
10553,5187.483453343363
10554,4949.0139293650645
10555,5045.287074186087
10556,4971.609546875307
10557,5022.246535379996
10558,4932.247292743033
10559,5184.755066734661
10560,5298.277859165718
10561,5081.86072402439
10562,5035.808852762672
10563,4964.876587785147
10564,4989.323407460953
10565,4861.163897625073
10566,4875.898860433472
10567,5048.459794369679
10568,4995.674252888458
10569,4940.997888757128
10570,5124.795068095488
10571,5009.305744975244
10572,4899.930609609264
10573,5007.751881698562
10574,4980.243394422928
10575,5094.835843724757
10576,5037.987995310153
10577,4917.221727909422
10578,5000.0094966933875
10579,4978.1916247466
10580,4916.043377527204
10581,4945.207314051492
10582,4978.042199333753
10583,4963.541499079941
10584,5020.717462310691
10585,5001.510532867394
10586,5044.8916777802315
10587,5181.554978635691
10588,5046.014142213549
10589,5008.031148887231
10590,5047.194649311131
10591,4901.343307776654
10592,5051.236359268298
10593,4900.866398286808
10594,5058.165494522757
10595,5031.5803561480925
10596,4991.992268595217
10597,5117.527919623321
10598,5019.711927462948
10599,4941.340864225419
10600,5021.330556048523
10601,4960.853303511859
10602,4955.284681501068
10603,5140.77057219211
10604,5023.0321295051845
10605,4954.960466826814
10606,4967.0185190414695
10607,5051.090619958347
10608,5099.268003895622
10609,5014.581624965347
10610,4967.183950297134
10611,5164.878852899463
10612,5115.391377201503
10613,5058.010560822086
10614,4920.848177083374
10615,5093.063731715771
10616,4977.587008351913
10617,5108.831007826963
10618,5157.866628274101
10619,5048.483698030907
10620,4864.296082788397
10621,5093.116286945353
10622,4852.075218200788
10623,5153.407623607132
10624,4975.748910087248
10625,5136.30745732902
10626,5084.906082386691
10627,5119.805730276541
10628,4960.496111185347
10629,5084.1198783406735
10630,5160.898497264139
10631,4888.0876784831
10632,4871.459037659911
10633,5146.993395361038
10634,4979.157543329997
10635,4998.443021699195
10636,5052.872214400563
10637,5053.8033199146375
10638,5017.215546642867
10639,4973.963063142306
10640,5031.811088228865
10641,5139.703622373268
10642,5074.763420848435
10643,4878.743211073541
10644,4902.867670119192
10645,4998.555588294804
10646,4931.575766770328
10647,4934.41504282558
10648,5018.434567060692
10649,5043.970593098668
10650,5123.134154964199
10651,4906.214791584327
10652,5004.08702652328
10653,5108.9638411401675
10654,4945.094410231152
10655,5126.9397235687775
10656,4920.488243832882
10657,5008.142823761756
10658,4935.16694563774
10659,4987.615058645641
10660,5034.91499916467
10661,4874.8637228481975
10662,4998.326729287934
10663,4950.213297898624
10664,5124.083076107524
10665,5304.303746302966
10666,5088.314311211344
10667,5063.407488181772
10668,4923.78901186153
10669,4693.713501903956
10670,4968.731990502139
10671,5203.96523574777
10672,4833.055499874323
10673,5027.55383715833
10674,5112.011791677957
10675,4843.748769611511
10676,4853.022551547744
10677,4860.214518364422
10678,4971.8449194868035
10679,5063.622556494076
10680,5027.3977801507135
10681,4864.2808755522055
10682,4908.926497457354
10683,5064.1924183790115
10684,4900.01308745452
10685,4978.235520616148
10686,4831.230691631804
10687,4910.306009209122
10688,5160.501426833833
10689,4830.09770401304
10690,5065.243050016331
10691,4985.805140360267
10692,5128.622441883511
10693,5023.789937996427
10694,5116.98460389368
10695,5182.96141171372
10696,4854.773929392892
10697,4945.592643237989
10698,5059.68977278297
10699,4871.691106257485
10700,4942.071932609215
10701,4957.446292902945
10702,4994.894944342616
10703,4969.617930934344
10704,4933.284446967144
10705,4902.125697700214
10706,5166.976922144716
10707,4970.355277164239
10708,5020.644298677313
10709,5082.585571993345
10710,4720.620661847007
10711,4925.724787081733
10712,4968.136239472552
10713,4932.279074660675
10714,5042.730872199889
10715,5066.932235215505
10716,5058.479637448057
10717,5039.575629410398
10718,5207.278954125995
10719,4973.249727426562
10720,4956.1047785479805
10721,5016.548932941401
10722,5079.173384788653
10723,4915.64473360664
10724,5038.312373735022
10725,5041.292170649169
10726,5050.0738462174
10727,4850.028301131505
10728,5170.826074032767
10729,5015.4815353237
10730,4966.973611711668
10731,4912.019540954659
10732,4961.100055848752
10733,4963.565230463091
10734,5114.350844637756
10735,4866.754825312809
10736,5010.058514115239
10737,5053.6037446335295
10738,4968.513222941627
10739,5244.8804865143875
10740,4797.332359413386
10741,4926.230009393005
10742,5043.457480906756
10743,4924.6837206714745
10744,5030.357177157897
10745,5102.369191541617
10746,5003.757922413484
10747,5032.625521083583
10748,5128.652933877045
10749,5046.959528754434
10750,4988.736874744786
10751,5070.810802470884
10752,4960.435326409588
10753,4924.905181136913
10754,5081.859693689551
10755,4904.88431882038
10756,5157.341569926097
10757,5076.333659451658
10758,5095.386065198235
10759,5099.029178604846
10760,5084.484211456744
10761,5097.0768205123195
10762,4916.70171575169
10763,4988.527383078654
10764,5091.136939072255
10765,4884.393594637976
10766,5095.616114792438
10767,5172.270978538077
10768,4942.49439281495
10769,4974.112994202313
10770,5110.035857855562
10771,4935.98899955278
10772,5015.057853400979
10773,4973.292117352648
10774,4953.812138201791
10775,4958.154580452758
10776,5082.276096270282
10777,4892.54433906104
10778,4953.804636519282
10779,5007.058481938893
10780,4940.411645789746
10781,5085.125246574513
10782,4990.345040006009
10783,5137.78205135518
10784,4986.501862771462
10785,5067.27593221632
10786,5062.818653860321
10787,5147.270719523995
10788,4983.563316031418
10789,4739.420702372171
10790,4987.465355636338
10791,4855.788590824352
10792,4978.047913457008
10793,5188.726934447914
10794,4851.4874706817845
10795,5167.842282725925
10796,4966.083109802183
10797,5032.138566295895
10798,5074.885820865217
10799,5081.194333699085
10800,5071.255508114914
10801,5107.518047566586
10802,5107.544889305269
10803,5089.509495727531
10804,4896.468939307181
10805,5066.869237504851
10806,4781.2497584016455
10807,4968.067313554193
10808,5065.538653830496
10809,5052.553936198684
10810,4854.588256990135
10811,4947.41666511778
10812,4911.79353152294
10813,5028.562886358356
10814,5025.535604594595
10815,5149.4596075524605
10816,4889.299511272419
10817,5002.171891275357
10818,4833.728714993195
10819,5190.7091079759975
10820,4918.730258407878
10821,5084.765302793257
10822,5097.92962084807
10823,4978.190880313871
10824,4934.659199518157
10825,5072.884351201661
10826,5129.495396258235
10827,4884.45929309523
10828,4849.436800413173
10829,4721.034384100904
10830,4926.6761819362755
10831,4985.693472575298
10832,4971.606641554461
10833,5156.530006815072
10834,4880.66916942116
10835,5059.724024448863
10836,5187.57542144158
10837,4903.923497598578
10838,4875.412540515098
10839,5084.902806144621
10840,5052.912455983482
10841,4947.922889254107
10842,4951.796082953399
10843,4969.742270421508
10844,5017.60578010574
10845,5071.272453752376
10846,5049.309402817676
10847,4907.99072869066
10848,5073.861958009221
10849,4956.260102947622
10850,4939.788565388384
10851,5112.352977685292
10852,5038.141364662327
10853,5072.7537966467335
10854,4838.9276049219425
10855,5026.131557493915
10856,4922.481223872118
10857,5111.368740502996
10858,5017.7434982000395
10859,5194.52392774553
10860,4947.108969261327
10861,5001.7726355203795
10862,4936.48643002157
10863,4879.781590790091
10864,5115.298253326941
10865,4855.398742430062
10866,4969.128624225667
10867,5005.566213984333
10868,4930.126310293115
10869,4910.126690686147
10870,4875.7314947084105
10871,4876.090396033065
10872,4889.710178026601
10873,4964.187302766004
10874,4911.6918219045065
10875,5005.168719982865
10876,5016.96012792521
10877,5085.287693179762
10878,5002.733249137589
10879,4963.330297920405
10880,4850.86966556666
10881,5162.561270210093
10882,4984.947272336792
10883,5009.24267385393
10884,5076.886165322202
10885,4868.447177565942
10886,5048.918339271471
10887,4996.6664844015
10888,5028.09870005048
10889,4985.583492523601
10890,5012.96720679724
10891,4927.581435208797
10892,4875.82982831334
10893,4979.711659207306
10894,5082.077257982826
10895,5010.2165699528405
10896,5036.338728348998
10897,4898.576666661647
10898,5034.295007760514
10899,4944.738874774952
10900,4858.432569129732
10901,5188.173992955526
10902,5050.108286474972
10903,5123.216186447826
10904,5247.821052841578
10905,4939.258510824895
10906,5081.121812910946
10907,5253.654222655325
10908,4988.584446353159
10909,5003.176991850206
10910,5087.226436265814
10911,5112.415306911866
10912,4976.046002551689
10913,4942.946810870549
10914,5009.28732307291
10915,5077.451219997012
10916,5079.8499427530905
10917,4967.697588796978
10918,4976.660012080959
10919,4754.133794633395
10920,4801.001018854605
10921,5005.352401394169
10922,4936.517340257089
10923,4909.572174641974
10924,5101.138498735949
10925,4897.674972131069
10926,5026.736148203723
10927,5006.162951092825
10928,4969.816394305049
10929,5157.019569175368
10930,4874.20695810409
10931,5023.177733453495
10932,5055.457233992623
10933,4769.48489398991
10934,5106.356300175834
10935,5085.333183791318
10936,5112.210892780389
10937,5112.152412954417
10938,5095.992373419549
10939,5015.730612247044
10940,4960.306986952353
10941,5069.005857734692
10942,5044.7037665814805
10943,5012.085866322035
10944,5156.909171156316
10945,4894.2091000977425
10946,4928.9077324331565
10947,5004.415598818834
10948,4983.508154673161
10949,4979.6546678198065
10950,5146.0934794133955
10951,5031.610812044884
10952,5048.116214652595
10953,4903.214639069764
10954,5045.169773383632
10955,5018.461288676924
10956,5194.81984258539
10957,5028.14449806289
10958,5063.653604363929
10959,4903.064393631899
10960,5027.862615787596
10961,5167.04160001323
10962,4910.200363540564
10963,5053.348643293501
10964,4924.623622378865
10965,5014.004194938927
10966,5205.599422149866
10967,5145.3470658021
10968,5027.511579782161
10969,4993.692057360674
10970,5023.716758452883
10971,4936.073842370402
10972,5029.702574900021
10973,5003.167164025037
10974,4947.242228058901
10975,4877.659632984568
10976,5292.521551690419
10977,5055.773731345612
10978,4938.688627017308
10979,5061.785123979237
10980,5107.041599340334
10981,5118.742059879073
10982,4801.93691453681
10983,4939.332488717489
10984,4967.578705443326
10985,4896.322580857272
10986,4990.29524213809
10987,4984.882769183782
10988,4951.740222434703
10989,4906.294003171473
10990,5031.180495754975
10991,5136.836785314109
10992,5082.8929544265275
10993,4997.994058265852
10994,5049.648241510993
10995,4789.957222836942
10996,4968.608603688953
10997,4928.70603660521
10998,4798.059491341015
10999,5101.430471606928
11000,5051.381168795531
11001,5059.57183001751
11002,5081.025135456953
11003,5027.344486673153
11004,4933.188267806403
11005,5065.6985027399505
11006,5105.05509600921
11007,5153.594987351526
11008,4952.0580573346515
11009,4979.119141075541
11010,4996.2171251334175
11011,4902.156148273221
11012,4897.413960331711
11013,4824.06150116817
11014,4990.346438711351
11015,5057.408015123404
11016,4842.686506283563
11017,5081.9308671381
11018,5039.684008993868
11019,4894.98000041906
11020,4943.811136935689
11021,5048.3880452574385
11022,5115.4957880123375
11023,5023.171437255239
11024,5093.438865200385
11025,5119.322413166353
11026,5102.928333981557
11027,4981.381315492411
11028,5083.678029087773
11029,4976.3229801098905
11030,4907.848408439649
11031,4920.9107823769245
11032,5148.080011882947
11033,4963.249891311988
11034,4984.917656566831
11035,4962.017752306879
11036,5135.81847224294
11037,4971.944445807768
11038,4899.885979005398
11039,5024.97766664881
11040,5062.236989040266
11041,4897.299593262844
11042,4941.959310370222
11043,4897.714242851512
11044,5170.554614314382
11045,4970.431951545039
11046,4993.922056769529
11047,5153.6888400183225
11048,4981.35011290122
11049,4853.291311020416
11050,4965.543700470118
11051,4855.961622835468
11052,4938.57394860862
11053,5075.2963303545985
11054,5032.7479876838415
11055,5042.020446624184
11056,4742.591804239896
11057,4981.738613777963
11058,4917.635069115129
11059,5158.703102698771
11060,5095.626030656422
11061,4932.976332962373
11062,5147.21767742377
11063,5137.625371277114
11064,5056.96145353597
11065,5195.7158312961365
11066,5272.447474675618
11067,5041.83858950105
11068,4974.142012576881
11069,5161.74670268048
11070,5019.80934518109
11071,5212.178124693493
11072,4913.456783001207
11073,4842.444469236845
11074,4924.355176469257
11075,4886.581485430482
11076,4940.3753615563
11077,5094.625495627627
11078,5016.804790286588
11079,4987.363294339467
11080,4902.686498228321
11081,4907.809072928884
11082,4902.673174486788
11083,4921.369518292708
11084,4854.488033286437
11085,4978.113699538744
11086,4844.798935536789
11087,5056.124888282368
11088,5142.728788337952
11089,5009.033715535922
11090,5054.786936607623
11091,4967.084009577637
11092,4993.776480728982
11093,4909.7237434677345
11094,5120.523422689714
11095,4842.546424135698
11096,5046.82405026648
11097,4825.834037533083
11098,4962.922029034593
11099,5007.229360014489
11100,4959.039348065454
11101,4908.128054950918
11102,4931.769424174586
11103,4948.7752823593755
11104,5012.455837622133
11105,5123.661281080899
11106,4989.651047095097
11107,5127.171828179431
11108,4855.157597917561
11109,4974.573070213425
11110,5123.95914409886
11111,5102.445412017909
11112,5005.50212356593
11113,4783.676417536229
11114,5172.370597926204
11115,5008.196952496459
11116,4897.24053621646
11117,5036.965153607124
11118,5066.60630027163
11119,5076.500618399978
11120,4889.967831454468
11121,5001.926252294326
11122,5101.481117660483
11123,4787.088588966863
11124,4759.415280717052
11125,5111.113535240115
11126,5046.169088625232
11127,4883.808070790471
11128,5110.436670293923
11129,4969.285566572367
11130,5013.958607744107
11131,4980.437105528024
11132,4890.089675762749
11133,5026.114618641414
11134,4924.7999752589285
11135,4781.694147365408
11136,4862.421472237049
11137,4837.121414418592
11138,4971.0138350582465
11139,5054.147885340662
11140,4857.475952020001
11141,4980.023504575404
11142,4871.514381838913
11143,4908.201239198273
11144,5039.346561055772
11145,5000.244561109763
11146,5160.706420106165
11147,4956.93721441315
11148,4951.045951591517
11149,4997.406146034401
11150,4932.219198501331
11151,4958.896515535512
11152,4972.96043980454
11153,4911.347072219172
11154,5058.872586741702
11155,4974.278587377579
11156,4857.751433249332
11157,5140.832399356248
11158,4894.284547329221
11159,5057.606524940425
11160,4999.447621238243
11161,4940.08600478771
11162,5093.069865342119
11163,5013.355086551516
11164,4957.029438855014
11165,5035.0873148770115
11166,4933.684295035485
11167,5148.271915768175
11168,4857.513764732263
11169,5104.989202986698
11170,5045.595642350648
11171,4968.036315367895
11172,5052.414624945343
11173,5024.566930911846
11174,5015.109373684503
11175,4946.627743794051
11176,4923.356620852655
11177,4786.636307061824
11178,4934.9983785046325
11179,5146.609984136076
11180,5141.838757882654
11181,5125.582220537604
11182,5125.476186223879
11183,5114.569580510779
11184,5011.709494889347
11185,5090.116552907
11186,5088.172554440221
11187,5090.070864418436
11188,5148.64365179171
11189,5074.340311913452
11190,4873.377049779734
11191,5151.492643054791
11192,4972.590793993803
11193,5071.225915254994
11194,4986.071611377365
11195,4975.593108563749
11196,5082.079268875669
11197,5135.90160890654
11198,4979.048236337185
11199,4933.305630934695
11200,5053.634600635717
11201,4968.093690351851
11202,5238.497421027968
11203,4806.493481342975
11204,4863.600045849794
11205,4891.554392251451
11206,4970.945022766877
11207,5078.828818203095
11208,5140.971020673545
11209,4869.3263339221585
11210,5058.420979356731
11211,4890.9969519037195
11212,4775.325568819578
11213,5006.72799164941
11214,5012.568888037673
11215,4813.93079956831
11216,4952.023588178798
11217,5049.128039476666
11218,5124.553862102159
11219,4969.199964302222
11220,4982.534976542082
11221,5057.139237384877
11222,5167.206412497044
11223,4897.046633057113
11224,4942.959006006345
11225,5075.59992308713
11226,4986.4110722100895
11227,5091.855982652453
11228,4803.14033210065
11229,5125.706540838175
11230,4981.288737971656
11231,5025.609480039775
11232,5085.40250073111
11233,5002.14560921656
11234,4954.4985189565505
11235,5063.710921133908
11236,4892.619888144591
11237,4936.4611515698925
11238,5023.458848498936
11239,5051.138847521425
11240,4993.38166199972
11241,5082.459345409704
11242,4850.229506974366
11243,5212.955338830735
11244,5181.777419942641
11245,4998.206149677197
11246,5051.303447586742
11247,4863.368702530389
11248,4996.981926922409
11249,4930.856992935807
11250,4984.929790781546
11251,4894.817780674877
11252,4975.505062750143
11253,5010.454962523611
11254,4988.364954579789
11255,4928.682009435847
11256,4864.772174488303
11257,4994.071373183398
11258,5077.652679447398
11259,4988.98888750455
11260,4871.702292407502
11261,4861.585031094024
